,Counter,Date,User,Comment
2324,2325,"June 21, 2007 10:24AM","
jeffyscott ","think insurance non-profit excess fund go back insured someone 's pocket . lot insurance company ... called `` mutual `` mean technically owned policy holder make profit . however , doubt structure prevents paying big buck executive , like plenty executive working charitable non-profits make plenty.i n't really structure , pay kind service get ."
2325,2326,"June 21, 2007 12:12PM","
bhmr59 ","mutual company pay big buck claim settlement stock companies.mutual company used pay dividend shareholders/policyholders . , ever increasing reserve requirement government regulation , dividend went away ( least ct ) 30 year ago mutual company ."
2326,2327,"June 21, 2007 12:20PM","
andres3 ",non-profits nasty habit blowing money le direct cost !
2327,2328,"June 21, 2007 1:18PM","
elroy5 ","reasonable difference premium based probability theft . course make model car le important live . thibodaux louisiana , car stolen often . 'm sure insurance company account ."
2328,2329,"June 21, 2007 2:26PM","
jd10013 ",". think insurance non-profit excess fund go back insured someone 's pocket . horrible idea . nothing wrong profit . competetion keep rate getting hand . granted , pain [ non-permissible content removed ] changing insurance every year two , deffinitly keep premium . buying insurance n't much different buying car . n't shop arround , n't fight best deal ............ going get screwed ."
2329,2330,"June 21, 2007 2:30PM","
thegraduate ",'m going ask `` become insurance discussion ? `` must need honda soon kick-start conversation !
2330,2331,"June 21, 2007 3:41PM","
urnews ","lol , grad.btw , 2008 honda supposed make grand appearance ? anybody know ?"
2331,2332,"June 21, 2007 4:15PM","
kdshapiro ","believe honda better ford absolute sense . never said otherwise n't opinion . fact opinion back assertion.i believe honda right thing often ford . might fact , n't prove ( n't mean 's fact )"
2332,2333,"June 21, 2007 4:36PM","
backy ","salivating new honda , let 's forget couple important debut coming soon dealer near : chevrolet chevrolet , mazda . actually looking forward new mazda honda . honda predictable : little refined version 've seen , nip tuck . new mazda appears significant styling departure old car , much larger , much power hood . hopefully mazda n't forget zoom zoom . chevrolet chevrolet interesting tell u gm continue upward path family sedan , started ."
2333,2334,"June 21, 2007 4:58PM","
elroy5 ","new model usually around september october . probably see lot advertising new honda august . honda famous teasing commercial , giving little information , letting see little week ."
2334,2335,"June 21, 2007 6:09PM","
lilengineerboy ","'m worried made mazda big thirsty . guess see happens really get 3.5l , big really . wanted drive bus , would drive bus.i think bumped honda list , feel like midsized car . nissan feel tighter , n't seem find equipped way would like ."
2335,2336,"June 21, 2007 6:26PM","
akirby ",'s rendering 09 ford according seen real thing pretty close . think ?
2336,2337,"June 21, 2007 6:36PM","
thegraduate ","concern mazda n't always consistent ... give u 3 , great runner protege , throw tribute u . 626 dullard , 6 great , mazda answer question nobody asked ( underpowered station wagon sliding door ) .i dunno , n't `` count `` next 6 big hit like current mazda 3 . hand , honda found winning formula stick fairly close time . n't make super-exciting release , make look forward technological advancement one-up competition ( a-vtec ) ."
2337,2338,"June 21, 2007 7:21PM","
urnews ",", rendering 2009 ford interesting . sure make 2007 seem dated . least taillight improved.while 2006-08 ford featured bold distinctive styling , 2009 rendering make ford look downright aggressive like edge.i would guess '09 get 3.5-liter v6 since '08s n't ."
2338,2339,"June 21, 2007 11:18PM","
zzzoom6 ","thing keep mind likely bigger heavier mazda , current mazdaspeed6 hundred pound heavier standard 6 , still handle well . granted , awd probably increasing grip around corner , still , speed6 carry 's extra heft quite nicely term handling toyota . even cx7 mazda , mazda getting prop handling compared peer , n't doubt mazda 's engineer know keep heavier car control balance . come , seriously doubt mazda would make new 6 heaviest class regardless want make 6 appealing larger segment . grad mentioned , think 's outside chance mazda might soften 6. though , direction mazda heading toward identity embrace passionate driving . feeling 6 working toward finding balance composure bmw bmw family-friendly . mazda keep fun functionality family daily driver like think currently mazda giving bit space power , could great thing . actually , think mazda 's biggest challenge market sporty midsize car ... many prospective buyer segment would probably turned performance oriented since public view performance comfort/practicality mutually exclusive . mazda need find way say buyer segment convincing manner , `` . `` , 's brilliance bmw 's marketing ... 've tied performance trait luxury , toyota , refinement together appealing desireable product . zoom-zoom speaks much youthful exuberance buyer midsize car looking something refined mature . 6 already great product ( course think ... bought ) , think need adjust marketing reach audience actually buy midsizers ."
2339,2340,"June 22, 2007 3:26AM","
backy ","hard , think nose '09 worse current ford . much chrome taste . rear look ok although chrome stick-on trunk ( oh , let 's stick chrome ! ) keep looking like many , many car ( daewoos mind ) ."
2340,2341,"June 22, 2007 3:30AM","
elroy5 ","zoom-zoom speaks much youthful exuberance buyer midsize car looking something refined mature . zoom-zoom obviously directed younger buyer . 40-ish segment kid saying zoom-zoom , make sound like selling toy car ."
2341,2342,"June 22, 2007 3:33AM","
lilengineerboy ","actually like front , see hint previous generation toyota toyota back ( 'm neutral ) . get something close artist 's rendition though would require eibach sportline kit 18 ."
2342,2343,"June 22, 2007 3:34AM","
backy ","n't get `` zoom zoom `` , n't get it.there older driver ( like instance ) n't mind sportiness ( good handling , sleek styling ) along refinement mid-sized car . reason mid-sized car need merely transportation appliance ."
2343,2344,"June 22, 2007 3:39AM","
lilengineerboy ","zoom-zoom obviously directed younger buyer . 40-ish segment kid saying zoom-zoom , make sound like selling toy car.oh definitely agree , think honda thing 90 trying appeal 30 crowd , people 40 buy loyalty . think bmw 3 series similar respect ( coming 1 series ) , toyota got bad invent scion get kid look car ."
2344,2345,"June 22, 2007 4:06AM","
mz6greyghost ","give u 3 , great runner protege , throw tribute us.that 's ford fault . mazda n't resource create `` entry-level `` suv , ford simply dropped ball revised escape/tribute.besides , mazda mazda popular car mag , 've heard nothing positive comment new owner . ... mazda answer question nobody asked ( underpowered station wagon sliding door ) . mazda never expected 5 big seller , since intention beginning import small amount . despite , 've seen bunch road , local dealer always seems sell 5 keep lot.i dunno , n't `` count `` next 6 big hit like current mazda 3 . hand , honda found winning formula stick fairly close time.the next 6 winner mazda , since majority midsize buyer n't like compact dimension current 6 . 'll work mazda keep `` zoom-zoom `` ( philosophy , campaign ) .i n't expect next honda dud either . fact , 'm sure 'll test sell well . n't exactly stir excitement emotion ( enthusiast , 'm sure ) . 's shot honda , opinion ."
2345,2346,"June 22, 2007 4:11AM","
mz6greyghost ","n't get `` zoom zoom `` , n't get . older driver ( like instance ) n't mind sportiness ( good handling , sleek styling ) along refinement mid-sized car . reason mid-sized car need merely transportation appliance.well said ! fair amount older driver post mazda forum . pretty much say thing : need family , grown tired bored `` vanilla `` car . something sporty , yet practical ."
